chr1	3094759	3095710	952	*
chr1	3113335	3114132	798	*
chr1	3119325	3120794	1470	*
chr1	3216247	3217712	1466	*
chr1	3235163	3236084	922	*
chr1	3292361	3293503	1143	*
chr1	3299401	3300320	920	*
chr1	3309601	3310805	1205	*
chr1	3406995	3407953	959	*
chr1	3433653	3434515	863	*
chr1	3670486	3672659	2174	*
chr1	3741969	3742768	800	*
chr1	3900076	3900928	853	*
chr1	4068593	4069539	947	*
chr1	4077246	4078254	1009	*
chr1	4089424	4090288	865	*
chr1	4413936	4415173	1238	*
chr1	4571311	4572472	1162	*
chr1	4766436	4767335	900	*
chr1	4785137	4786480	1344	*
chr1	4807265	4808419	1155	*
chr1	4857168	4858870	1703	*
chr1	5022511	5023411	901	*
chr1	5082572	5083830	1259	*
chr1	5176730	5177967	1238	*
chr1	5220482	5221580	1099	*
chr1	5242870	5243847	978	*
chr1	5248964	5250120	1157	*
chr1	5287782	5288731	950	*
chr1	5315195	5316476	1282	*
chr1	5344603	5345616	1014	*
chr1	5382220	5383106	887	*
chr1	5462877	5464021	1145	*
chr1	5916442	5917743	1302	*
chr1	6093959	6094996	1038	*
chr1	6214074	6215673	1600	*
chr1	6223925	6224637	713	*
chr1	6382361	6383320	960	*
chr1	6440832	6442061	1230	*
chr1	6482904	6484296	1393	*
chr1	6729156	6730451	1296	*
chr1	6760310	6761148	839	*
chr1	6829438	6830346	909	*
chr1	6866274	6867706	1433	*
chr1	7009957	7010737	781	*
chr1	7088259	7089708	1450	*
chr1	7104886	7105719	834	*
chr1	7112618	7113825	1208	*
chr1	7138393	7139727	1335	*
chr1	7206032	7207480	1449	*
chr1	7397141	7398833	1693	*
chr1	7750485	7751466	982	*
chr1	8327888	8328651	764	*
chr1	8468461	8469682	1222	*
chr1	8582691	8583641	951	*
chr1	8780826	8781619	794	*
chr1	9125488	9126734	1247	*
chr1	9298353	9300407	2055	*
chr1	9458362	9459486	1125	*
chr1	9541084	9541791	708	*
chr1	9544881	9546152	1272	*
chr1	9600794	9602187	1394	*
chr1	9609083	9609943	861	*
chr1	9619276	9620187	912	*
chr1	9622288	9623059	772	*
chr1	9627167	9628129	963	*
chr1	9629746	9630781	1036	*
chr1	9699729	9701317	1589	*
chr1	9747662	9748997	1336	*
chr1	9772616	9773307	692	*
chr1	9797534	9798948	1415	*
chr1	9812037	9812845	809	*
chr1	9847426	9848977	1552	*
chr1	9908168	9909288	1121	*
chr1	9943504	9944704	1201	*
chr1	9966690	9968259	1570	*
chr1	9993549	9994439	891	*
chr1	10008712	10009753	1042	*
chr1	10037625	10038578	954	*
chr1	10039341	10040539	1199	*
chr1	10080391	10081268	878	*
chr1	10116369	10117252	884	*
chr1	10141711	10142694	984	*
chr1	10164623	10165603	981	*
chr1	10232077	10233565	1489	*
chr1	10596081	10597198	1118	*
chr1	10699794	10700610	817	*
chr1	10719424	10721220	1797	*
chr1	10898900	10899928	1029	*
